receipt_number,transaction_type,client_name,vendor_name,vendor_email,amount,date,is_exception,is_paper
R161503,Cheque,Laura Carroll,"Vasquez, Lucero and Briggs",williamclark@cox.com,534.57,25-06-2024,False,False
R107346,Cheque,Lee Green,Norris Inc,cynthia12@wells-humphrey.com,488.68,03-03-2024,False,False
R56972,Cheque,Thomas Ramirez,Sanchez and Sons,qhill@torres.com,758.38,15-01-2024,False,False
R685758,Cheque,Cynthia Harris,"Bowen, Mcdonald and Howard",brandon12@vaughn-martin.com,687.16,28-09-2024,False,True
R844493,Cheque,Jonathan Baker,"Clark, Castro and Vasquez",allenchristine@schroeder.org,350.34,23-04-2024,False,False
R631190,Cheque,Shannon Freeman,"Thomas, Robbins and Stone",amandakelley@cunningham-welch.com,239.33,26-07-2024,False,False
R865065,Cheque,Stacey Johnson,"Roberts, Hernandez and Schmidt",laurenyates@harrison.com,435.22,09-05-2024,False,False
R201830,Cheque,Marissa Ramirez,Ayala-Welch,douglas84@olson-hatfield.com,760.59,26-06-2024,False,False
R501258,Cheque,Stephen Schmidt,Hernandez and Sons,dianegreen@meyer.com,455.42,22-02-2024,True,True
R996647,Cheque,Darren Martin,Steele Ltd,lisaolson@huff.biz,791.33,14-08-2024,False,False
R344512,Cheque,James Everett,Cooper-Gibbs,kimberly65@sherman-leach.com,433.79,29-03-2024,False,False
R863292,Cheque,Joseph Smith,Bailey-Chen,leeellis@walker.net,23.95,13-03-2024,False,True
R111326,Cheque,Michael Wagner,Pham Ltd,vsmith@lopez.biz,784.56,16-06-2024,False,False
R738349,Cheque,Antonio Garcia,Reed Ltd,keydesiree@ross-wells.com,842.24,15-03-2024,False,False
R466152,Cheque,Amy Snyder,Hall-Singleton,ochoajennifer@moore.com,926.08,09-07-2024,False,False
R702242,Cheque,Linda Boyd,"Carlson, Christian and Burch",robin44@jackson.com,650.76,13-01-2024,False,False
R508438,Cheque,Catherine Barnes,Richardson-Woods,davidmay@west.com,592.39,28-05-2024,False,False
R859306,Cheque,Brent Andrews,Santiago Inc,aaron38@wallace.com,994.34,25-03-2024,False,False
R538028,Cheque,Susan Stewart,Rogers and Sons,roseelizabeth@barnes.com,899.61,13-05-2024,False,False
R252806,Cheque,Julie Miller,Hall-Ramsey,gmorris@wilson-higgins.org,917.18,14-06-2024,False,False
R413335,Cheque,Brian Herring,Gould Inc,chad70@stanley.com,647.24,03-09-2024,False,False
R17978,Cheque,Victor Thomas DDS,"Castro, Powell and Brandt",imason@york.net,788.07,05-06-2024,False,False
R615693,Cheque,Ellen Tapia,Rivera-Sellers,jacob44@khan.com,285.78,30-09-2024,False,True
R334803,Cheque,Andrea Smith,Flowers-Shaffer,angel89@berry.com,43.7,28-01-2024,False,False
R269441,Cheque,Gregory Sims,"Robertson, Logan and Martinez",hernandezwesley@padilla-burch.com,526.47,04-04-2024,True,False
R417940,Cheque,Elizabeth Alexander,Mccoy-Wright,ddouglas@jones.info,973.97,09-09-2024,False,True
R33309,Cheque,David Anderson,Figueroa-Roberts,villaerika@alvarez.org,731.61,17-07-2024,False,False
R149891,Cheque,Kristen Young,Benson Ltd,ojames@allison.com,548.79,23-06-2024,True,False
R653323,Cheque,Rhonda Miller,White and Sons,mcolon@peck.info,976.43,29-08-2024,False,False
R814129,Cheque,Robert Delgado,Williams-Owens,terrencebullock@griffith.info,553.79,01-05-2024,False,False
R146198,Cheque,Natasha Franklin,"Weber, Solis and Campos",dcolon@hogan.com,149.82,05-05-2024,False,False
R329781,Cheque,Eugene Richardson,"James, Kelly and Martin",martinmclaughlin@mann.org,404.61,08-04-2024,False,False
R945602,Cheque,Shane Wells,Bass-Yu,briannagarcia@vargas-coleman.com,564.96,11-09-2024,False,False
R876619,Cheque,Elizabeth Burgess,Herrera LLC,annettemarquez@davis.org,695.05,16-08-2024,False,True
R924612,Cheque,Katherine Johnson,Hoffman LLC,jonathanrollins@bryant.info,456.13,25-03-2024,True,False
R277886,Cheque,Craig Barnes,Hall LLC,bmorton@ramirez.com,920.57,22-04-2024,True,True
R299095,Cheque,Mary Kim,"Miller, Morris and Fox",adriennemendez@perez-graham.net,633.51,19-04-2024,False,False
R946620,Cheque,Patricia Meyers,"Snyder, Frank and Wilson",thomasthornton@campos-bruce.com,476.77,22-02-2024,False,False
R676090,Cheque,Michael Clark,Johnson-Taylor,murrayshannon@shaw.info,888.25,20-04-2024,False,False
R494791,Cheque,Heather Moore,Ellis Ltd,jennifer55@lopez.org,341.76,24-03-2024,True,False
R802173,Cheque,Danny Ayers,Lamb-Nunez,moranmario@myers.net,622.57,24-06-2024,True,False
R565068,Cheque,Wayne Tran,Marquez Group,kmooney@morris.com,244.12,08-09-2024,False,False
R357191,Cheque,Michele Larson,"Hunt, Dodson and Kramer",ijones@rodriguez.com,84.29,18-03-2024,True,False
R138994,Cheque,Dawn Caldwell,Cox LLC,albertreynolds@peterson.com,70.27,23-02-2024,True,False
R640193,Cheque,Michelle Baldwin,Mccarty Ltd,shawn87@cannon.info,155.68,14-03-2024,True,False
R474749,Cheque,Joshua Meza,Bell and Sons,oprince@burnett.com,40.4,14-01-2024,False,False
R35994,Cheque,Alexander Kline,"Rios, Bridges and Stark",paulcosta@collins.com,425.92,02-08-2024,False,False
R358552,Cheque,Cheryl Coleman,"Nielsen, Chan and Reynolds",santosvicki@burnett-baker.com,115.59,07-07-2024,False,False
R937410,Cheque,Linda Brown,Dodson-Lopez,stacy12@gomez.com,644.95,17-05-2024,False,False
R806470,Cheque,James Guerrero,"Stewart, Cummings and Harrington",brooketurner@edwards-boyd.org,280.96,22-06-2024,False,False
R169286,Cheque,Kerry Williams,Massey and Sons,leah68@frank.info,673.52,21-01-2024,False,False
R649342,Cheque,James Ray,Jones Inc,mary48@copeland-howell.com,922.46,03-04-2024,False,False
R677465,Cheque,Carlos Ruiz,Lewis LLC,egarcia@johnson-roman.net,926.62,31-05-2024,False,False
R447414,Cheque,Samantha Wheeler,"Jennings, Sampson and Gordon",jeffrey59@gillespie.com,314.8,21-07-2024,False,False
R638048,Cheque,Shawn Carey,Shaw PLC,bwilson@burgess-parker.info,115.86,17-04-2024,True,False
R652038,Cheque,Robert Nolan,"Lucas, Winters and Smith",yreid@russell-carrillo.biz,130.91,21-06-2024,False,False
R354801,Cheque,Mindy Blackwell,Lee Group,jessica79@rangel.com,801.61,29-06-2024,False,True
R765767,Cheque,Crystal Castillo,Peterson and Sons,ronniegraham@craig.info,969.02,16-08-2024,False,False
R293723,Cheque,Jodi Hill,Fowler Group,morrisjacqueline@valencia.com,879.83,04-01-2024,False,False
R324381,Cheque,Brittany Rosales,"Livingston, Maxwell and Robinson",brittneydiaz@green-yoder.net,377.89,08-01-2024,False,True
R664776,Cheque,Samantha Ellis,Russell Ltd,ruth00@morrow-murray.org,245.62,11-07-2024,False,False
R896791,Cheque,Kelsey Murray,"Reeves, Wagner and Woods",allisonemily@hubbard.net,259.09,06-06-2024,False,False
R266192,Cheque,Amanda Shepherd,"Holmes, Norris and Smith",idavis@huang-heath.biz,515.74,04-06-2024,False,False
R990242,Cheque,Nicholas Wagner,Campbell-Lee,susan01@pittman.org,784.63,14-03-2024,False,True
R242748,Cheque,Kevin Jones,"Robinson, Edwards and Johnson",gardnerrichard@hoffman.info,45.85,21-07-2024,False,False
R48512,Cheque,James Moore,Jones-Moreno,rachelpoole@ramos.biz,320.36,09-06-2024,False,False
R153266,Cheque,Kathleen Adkins,"Flores, Webb and Johnson",yblanchard@francis-ortiz.net,278.41,14-08-2024,False,False
R553214,Cheque,Phillip Webb,Harris-Gross,ewells@jones.com,755.79,13-05-2024,False,False
R398998,Cheque,Dennis Crosby,"Espinoza, Miller and Crawford",fcollins@holt.info,686.07,26-08-2024,False,True
R848084,Cheque,Maria Shaw,Nash and Sons,cuevascourtney@henderson.com,648.81,14-03-2024,False,False
R272280,Cheque,Amanda Miller,"Munoz, Mccoy and Delgado",chrishowell@graham.com,578.99,23-01-2024,False,False
R951066,Cheque,Brenda Roberts,"Tran, Brown and Castillo",sherrysmith@cook-gentry.com,422.48,21-01-2024,False,False
R176124,Cheque,Beth Johnson,Evans and Sons,ynovak@riley-smith.com,139.65,03-06-2024,False,False
R275346,Cheque,Jessica Buck,Medina LLC,zmay@sullivan.com,675.65,07-04-2024,False,False
R894608,Cheque,Patricia Hall,Watkins and Sons,bowenvicki@shelton.org,492.56,06-05-2024,True,False
R795262,Cheque,Christopher Schmidt,Moore-Martin,zacharyhuff@white-holt.info,979.25,23-05-2024,False,False
R680004,Cheque,Corey Henderson,"Dalton, Wilkinson and Ross",michelle70@buchanan-nelson.com,17.55,30-04-2024,False,False
R136310,Cheque,Craig Smith,Parker-Moore,lance03@burke-proctor.com,186.63,25-01-2024,False,False
R651128,Cheque,Michael Torres,"Schmidt, Byrd and Berger",thomas11@rich.net,430.65,05-02-2024,False,False
R424131,Cheque,Wendy Garner,Woodard and Sons,wangchristine@martin-allen.biz,705.34,03-04-2024,False,True
R599619,Cheque,Susan Clark,"Olson, Peters and Davidson",myersmadeline@smith.com,504.35,03-06-2024,False,False
R694533,Cheque,Laura Oneill,"Holder, Keller and Jones",jonesryan@collier-collins.com,458.41,19-01-2024,False,True
R391135,Cheque,Sherry Manning,Reed-Allen,charlesmason@mora-garcia.com,188.71,21-02-2024,False,False
R24730,Cheque,Emily Meadows,Medina LLC,moralesjoshua@nguyen-stokes.biz,686.61,17-03-2024,False,True
R891766,Cheque,Luke Maldonado,Coleman-Tucker,aberry@michael-shaw.com,983.39,22-01-2024,False,True
R155435,Cheque,David Valdez,"Pierce, Patel and Smith",hernandeztravis@harrison.com,269.92,18-06-2024,False,False
R828975,Cheque,Thomas Munoz,Castillo-Mccarthy,christine81@boyd.info,33.99,16-05-2024,False,True
R992780,Cheque,Emily Larsen,"Cruz, Cherry and Braun",austin64@chan.com,934.96,19-02-2024,False,True
R751008,Cheque,Justin Knight,Long Ltd,tyler51@huang-craig.com,696.46,24-05-2024,False,False
R817700,Cheque,Michael Gardner,Hunter Group,owhite@powers.info,684.24,10-09-2024,False,False
R923707,Cheque,Michelle Guerra,"Kirby, Arnold and White",heather37@bowers.com,112.63,26-06-2024,False,False
R986643,Cheque,Juan Marks,Weaver Ltd,wschneider@burgess-gibson.info,679.91,19-07-2024,False,False
R981723,Cheque,Jordan Becker,Roy-Ryan,holtjoanne@simmons-rivera.com,396.11,05-08-2024,False,False
R931738,Cheque,Calvin Kennedy,"Johnson, Taylor and Knight",wendy97@hammond-goodman.info,598.66,03-08-2024,False,False
R463444,Cheque,Matthew Baker,Brewer-Ware,imorales@larson.com,661.09,05-07-2024,False,False
R110626,Cheque,James Gray,Reyes and Sons,hollandjames@thompson.info,649.69,17-02-2024,False,False
R621134,Cheque,Mary Gonzalez,"Mccoy, Carrillo and Parks",araymond@patel-sanchez.com,967.71,20-08-2024,False,False
R443053,Cheque,Lindsay Lynch,"Marquez, Campbell and Johnson",brooksjodi@murphy.net,345.87,25-03-2024,False,False
R736040,Cheque,Brooke Anderson,"George, Lamb and Gamble",justinbaker@haas.com,640.47,04-03-2024,False,False
R761995,Cheque,Samuel Wilson,"Waters, Gonzalez and Williams",cordovasusan@reeves.info,565.64,22-08-2024,False,True
R203498,Cheque,Sarah Lopez,"Carson, Young and Thompson",tiffany67@white.org,401.29,31-07-2024,False,False
R840622,Cheque,Tanya James,Miller-Stokes,brookspeggy@williams.com,855.27,26-06-2024,False,False
R267277,Cheque,Heather Donaldson,Anderson-Martinez,john95@brown.com,207.33,11-03-2024,False,False
R425544,Cheque,Jennifer Doyle,Burns-Lopez,brownjohn@harrell-butler.info,653.93,20-07-2024,False,False
R899590,Cheque,Brandy Gray,"Perkins, Holmes and Smith",maldonadodavid@mitchell-cole.com,227.21,03-01-2024,False,False
R801447,Cheque,Nicole Manning,Young-Gordon,jcontreras@lynch-stone.com,744.05,20-03-2024,False,False
R119911,Cheque,Heather Riley,Diaz Group,kimberlycasey@casey.net,29.15,24-07-2024,False,False
R656216,Cheque,Taylor Patterson,"Petty, Malone and Miller",cranewilliam@rivera.com,88.91,23-08-2024,False,False
R628876,Cheque,Benjamin Johnson,Green and Sons,alecwalsh@robinson-proctor.com,324.26,21-08-2024,False,False
R205216,Cheque,Ronald Hess,Perez-Lowe,jenkinsdiane@brown.com,678.37,28-07-2024,False,False
R472273,Cheque,William Bass,Baker-Miller,bsmith@morris.com,931.17,01-08-2024,True,True
R167864,Cheque,Amy Rivera,Carter Group,njones@poole.biz,891.3,08-03-2024,False,False
R645807,Cheque,Frank Taylor,Thomas-Cooper,andersonkayla@melendez-brown.com,781.22,26-05-2024,False,False
R527518,Cheque,Anne Spears,Parker PLC,martinezpamela@larsen.com,329.76,08-09-2024,False,False
R903224,Cheque,Scott Horton,Collins-Barber,avilakeith@dixon.com,776.38,03-10-2024,False,False
R39501,Cheque,Nancy Avila,Wright-Gardner,selliott@willis-fritz.org,162.15,03-10-2024,False,True
R711265,Cheque,Jacob Brown DVM,"Williams, Garrett and Burnett",stephaniewade@martin.com,210.56,22-08-2024,True,False
R331571,Cheque,Robert Morrison,Cunningham LLC,davidsmith@velez-gomez.com,742.26,14-09-2024,False,False
R176184,Cheque,Mark Richardson,Hall-Gardner,reneeoneill@perkins.com,814.63,28-01-2024,True,True
R621157,Cheque,Connie Byrd,Evans Ltd,rebecca00@moore.net,457.26,30-06-2024,False,False
R14025,Cheque,Wesley Myers,"Brown, Jones and Williams",michael85@webb.com,835.5,14-07-2024,True,False
R526687,Cheque,Melissa Edwards,Ortega-Coffey,pedrolyons@christensen-morrison.com,533.42,21-08-2024,False,False
R209485,Cheque,Lori Ferguson,Moore-Diaz,joshua85@james.com,220.03,09-09-2024,False,False
R553067,Cheque,Gregory Perkins,Vaughn and Sons,neilbell@gilmore.com,600.54,26-07-2024,False,False
R814911,Cheque,Brandon Watkins,Guzman-Lopez,stephen65@marquez-marshall.biz,319.65,19-07-2024,False,False
R907793,Cheque,Patricia Bush,Barnes-Mullins,zamoramichelle@valenzuela.net,631.54,18-09-2024,False,False
R3947,Cheque,Sergio Perez,"Diaz, Miles and Luna",bperez@oneal.net,561.58,26-05-2024,False,False
R869787,Cheque,Heather Jones,Page LLC,stephenrodgers@reynolds.net,831.89,04-07-2024,False,False
R708504,Cheque,Robert Brown,"Schultz, Luna and Guerra",benjamin32@barrett.net,913.58,29-04-2024,False,True
R166698,Cheque,Brenda Evans,Hogan Inc,sonya77@glenn.com,580.08,13-02-2024,False,False
R797863,Cheque,Brian Howard,Brown-Eaton,judith61@solis.com,627.4,05-02-2024,False,False
R94018,Cheque,Todd Weber,"Beck, Lynch and Goodwin",uedwards@lowery.com,117.97,18-07-2024,False,False
R811028,Cheque,Benjamin Lee,Williams LLC,garzakimberly@sanchez.net,241.61,21-08-2024,False,False
R894566,Cheque,Taylor Martinez,"Thomas, Garcia and Richardson",teresa16@thomas-mitchell.com,843.46,24-04-2024,False,True
R429717,Cheque,Susan Sanchez,Scott Ltd,isabella79@mccarty.biz,542.19,12-08-2024,True,False
R139050,Cheque,Amber Brown,"Cross, Jones and Ford",ashley17@hebert.net,801.43,13-08-2024,False,False
R68063,Cheque,Molly Holland,Martin-Strickland,ijacobs@howard.biz,92.38,19-04-2024,True,True
R579031,Cheque,Justin Morales,"Underwood, Finley and Hernandez",woodsmonica@smith.com,303.28,17-07-2024,False,False
R415620,Cheque,Kent Stafford,Morton LLC,richardsonkevin@lee.com,987.63,10-07-2024,False,True
R362915,Cheque,Richard Foster,Hall-Carter,dustin77@fuller-chambers.com,658.11,29-01-2024,False,False
R566525,Cheque,Michael James,Ramirez and Sons,wcampbell@weeks.com,984.5,29-02-2024,False,True
R814652,Cheque,Randy Anderson,Braun and Sons,philipyoung@cox.biz,814.15,16-06-2024,False,False
R621707,Cheque,Christopher Case,Perkins LLC,wcooper@sims.net,263.2,20-07-2024,False,False
R76741,Cheque,Seth Dickerson,"Martin, Carlson and Lewis",rbeltran@lopez.com,75.05,02-09-2024,False,False
R411856,Cheque,Christopher Romero,"Vang, Lozano and Sparks",kenneth10@rodriguez.biz,287.34,29-09-2024,False,False
R28726,Cheque,Travis Campos,Tate-Baker,stephaniedaniels@crawford.com,752.71,05-02-2024,False,False
R330712,Cheque,Lauren Michael,Brown-Burns,lesliehudson@dominguez-adams.com,889.67,17-08-2024,False,False
